job_title,company_name,contract_type,niveau_etude,secteur,teletravail,experience,salaire,skills,city,department
Architecte Applicatif Cloud Native Aws H/F,Orange Business,CDI,Bac +5,Secteur informatique • ESN,True,1.0,43653.0,"['devops', 'aws']",Nanterre,92
Ingénieur Software Spécialisé en Opérations d'Effacement Energétique H/F,,CDI,Bac +5,Secteur informatique • ESN,False,1.0,43653.0,"['c/c++', 'css', 'rest', 'node.js', 'java', 'django', 'node.js', 'c#', 'php', 'c/c++', 'android', 'computer vision', 'php']",Paris,75
Stage - Alternance - Ingénieur Logiciel Forum Polytech H/F,Bertrandt,Stage,Bac +5,Secteur informatique • ESN,True,7.0,43653.0,['python'],Valbonne,06
Ingénieur Expert Logiciel Industriel - Ile-De-France H/F,Approach People Recruitment,CDI,Bac +5,Services aux Entreprises,False,,43653.0,"['python', 'big data']",Massy,91
Ingénieur Logiciel C++ - Sophia Antipolis H/F,ALTEN,CDI,Bac +5,Secteur informatique • ESN,True,,43653.0,python,Valbonne,06
Ingénieur Software Spécialisé en Opérations d'Effacement Energétique H/F,,CDI,Bac +5,Secteur informatique • ESN,False,1.0,43653.0,python,Paris,75
Ingénieur Logiciel c - Linux Embarqué H/F,Scalian,CDI,Bac +5,Secteur informatique • ESN,True,7.0,45000.0,['php'],Toulouse,31
Ingénieur Développement Logiciel Système Embarqué H/F,Geser Best,CDI,Bac +5,Services aux Entreprises,False,1.0,43653.0,"['splunk', 'swift', 'kotlin', 'spring', 'selenium']",Lyon,69
Ingénieur Développement Logiciel Gateway 5G - Secteur Iot H/F,Astek,CDI,Bac +5,Secteur informatique • ESN,True,,43653.0,"['jira', 'linux']",Paris,75
Ingénieur Logiciel C++ - Qt - Secteur Médical H/F,Astek,CDI,Bac +5,Secteur informatique • ESN,True,,43653.0,"['c#', 'github', 'shell', 'node.js', 'php', 'data science', 'python', 'graphql', 'php', 'big data', 'spring']",Paris,75
Ingénieur Logiciel - Réseau Mobile H/F,IT Link,CDI,Bac +5,Secteur informatique • ESN,True,1.0,43653.0,"['docker', 'linux', 'kubernetes', 'java']",Lannion,22
Alternance - Ingénieur Logiciel Plm - Paris H/F,Capgemini,Alternance,"Bac +3, Bac +4",Secteur informatique • ESN,False,1.0,13464.0,"['python', 'java']",Paris,75
Alternance 2024 Ingénieur Logiciel - Paris H/F,Capgemini,Alternance,Bac +5,Secteur informatique • ESN,False,1.0,13464.0,['java'],Paris,75
Ingénieur Développement Logiciel Appliqué aux Démonstrateurs Radars H/F,Onera,CDI,Bac +5,,True,1.0,42500.0,['node.js'],Palaiseau,91
Ingénieur Logiciel et Instrumentation Labview H/F,Alpee,CDI,Bac +5,Secteur Energie • Environnement,True,1.0,40000.0,"['c/c++', 'ruby', 'java', 'rails', 'scikit-learn']",Chambéry,73
Ingénieur Software Project Leader H/F,ALTEN,CDI,Bac +5,Secteur informatique • ESN,True,7.0,43653.0,"['dart', 'jquery', 'c/c++', 'node.js', 'kotlin', 'scala', 'java', 'express.js']",Boulogne-Billancourt,92
Ingénieur Logiciel Full-Stack Angular - .Net H/F,Viveris.,CDI,Bac +5,Secteur informatique • ESN,True,1.0,52500.0,"['typescript', 'angular', 'rest']",Saint-Égrève,38
Ingénieur Software Verification et Validation H/F,Randstad,Intérim,Bac +5,,False,1.0,43653.0,['kubernetes'],Lille,59
Ingénieur Software Verification et Validation H/F,Randstad,Intérim,Bac +5,,False,1.0,43653.0,"['xamarin', 'data science', 'typescript', 'windows', 'ruby', 'prometheus', 'php']",Lille,59
Architecte Applicatif Junior H/F,Inetum,CDI,Bac +5,Secteur informatique • ESN,False,7.0,43653.0,"['python', 'google cloud', 'hadoop', 'kotlin', 'ruby', 'splunk', 'ibm cloud']",Saint-Ouen-sur-Seine,93
Ingénieur Logiciel Intégration CI - CD H/F,Expleo,CDI,Bac +5,Secteur informatique • ESN,True,1.0,43653.0,"['jenkins', 'devops', 'github', 'azure', 'jira', 'python']",Cannes,06
Ingénieur Logiciels Critiques et Contrôle-Commande Install Nucléaires H/F,IRSN (Institut de radioprotection et de sûreté nucléaire),CDI,Bac +5,Services aux Entreprises,True,1.0,43653.0,"['slack', 'devops']",Fontenay-aux-Roses,92
Ingénieur Software R&I H/F,Valeo,CDI,Bac +5,,True,,43653.0,"['javascript', 'angular', 'python', 'java']",Bobigny,93
Ingénieur Logiciel Gmao Confirmé - Paris H/F,Capgemini,CDI,Bac +5,Secteur informatique • ESN,True,1.0,43653.0,"['c/c++', 'java', 'laravel', 'php']",Paris,75
Ingénieur Logiciel Banc de Test - Aéronautique - Rennes France H/F,Astek,CDI,,,False,,43653.0,"['python', 'java']",Rennes,35
CDI - Ingénieur Logiciel Intégration Système de Combat H/F,Naval Group,CDI,,,False,,54000.0,"['data science', 'java', 'php', 'python']",Ollioules,83
Architecte Applicatif Microsoft Dynamics 365 - CRM H/F,Orange Business,CDI,Bac +5,Secteur informatique • ESN,True,1.0,43653.0,python,Nanterre,92
Ingénieur Logiciel - Chef de Projet H/F,Chauvin Arnoux,CDI,Bac +5,,True,7.0,43653.0,['linux'],Asnières-sur-Seine,92
Ingénieur Logiciel C++ Qt - Logiciel Analyse Géologique H/F,Silkhom,CDI,Bac +5,Services aux Entreprises,True,,47500.0,"['jenkins', 'jira', 'python', 'git']",Clapiers,34
Architecte Applicatif Confirmé H/F,Crédit Agricole Assurances,CDI,Bac +5,,True,7.0,43653.0,"['xamarin', 'ibm cloud', 'java', 'hibernate', 'python', 'vuejs', 'node.js', 'swift', 'jquery', 'ruby', 'java', 'php', 'swift', 'dart']",Paris 15e,75
CDI - Ingénieur Logiciel H/F,Naval Group,CDI,,,False,,45000.0,"['swift', 'tensorflow', 'opencv', 'swift']",Toulon,83
CDI - Ingénieur Logiciel H/F,Naval Group,CDI,,,False,,54000.0,"['perl', 'data engineering', 'php', 'artificial intelligence', 'flutter', 'python', 'ruby', 'redux', 'java']",Toulon,83
CDI - Ingénieur Logiciel H/F,Naval Group,CDI,,,False,,45000.0,"['ruby', 'swift', 'swift']",Toulon,83
Architecte Applicatif Java H/F,Inetum,CDI,,,False,,43000.0,['java'],Bordeaux,33
Ingénieur Développement Logiciel Junior H/F,Digit Value,CDI,Bac +5,Secteur informatique • ESN,False,,43653.0,"['docker', '.net', 'slack', 'git', 'typescript', 'css']",Alpes-Maritimes,06
Ingénieur Logiciel C++ Qt - Logiciel Analyse Géologique H/F,BlueDocker,CDI,Bac +5,Services aux Entreprises,True,,47500.0,"['jenkins', 'jira', 'python', 'git']",Clapiers,34
Ingenieur Logiciel Full Stack C#.Net - Angular H/F,CSTB,CDI,Bac +5,Service public des collectivités territoriales,False,1.0,43653.0,['devops'],Champs-sur-Marne,77
Ingénieur Développement Logiciel C++ Protocoles Réseaux - Secteur Défense H/F,Astek,CDI,Bac +5,Secteur informatique • ESN,True,,43653.0,"['git', 'windows', 'java']",Paris,75
Ingénieur Développement Logiciel Sous-Système Chss H/F,Expleo,CDI,Bac +5,Secteur informatique • ESN,True,,43653.0,"['linux', 'python']",Montigny-le-Bretonneux,78
Ingenieur Developpement Logiciels Sfeao886 H/F,Studiel,CDI,Bac +5,,False,1.0,38500.0,['python'],Bordes,64
Ingénieur Développement Software Mbd H/F,GIF emploi,Intérim,Bac +5,,False,1.0,45000.0,"['dart', 'kotlin', 'postgresql', 'mysql', 'swift']",Vélizy-Villacoublay,78
Ingénieur Logiciel C - C++ - Medical H/F,Viveris.,CDI,Bac +5,Secteur informatique • ESN,True,1.0,45000.0,['windows'],Villeurbanne,69
Architecte - Ingénieur Logiciel Java H/F,Externatic,CDI,Bac +5,Services aux Entreprises,True,1.0,57500.0,"['jenkins', 'linux', 'devops', 'rest', 'mysql', 'angular', 'windows', 'java', 'spring']",Paris 17e,75
Ingenieur Logiciel Full Stack C#.Net - Angular H/F,CSTB,CDI,Bac +5,,True,7.0,43653.0,"['angular', 'devops']",Champs-sur-Marne,77
Ingénieur de Développement Logiciel en Physique des Réacteurs - Neutronique - Saclay 91 H/F,CEA,CDD,Bac +5,,True,,43653.0,"['linux', 'python']",Saclay,91
Ingénieur Logiciel Vol Embarqué c H/F,Expleo,CDI,Bac +5,Secteur informatique • ESN,True,,54000.0,['python'],Cannes,06
Ingénieur Développement Logiciel C++ - Plein Coeur de Lyon H/F,Silkhom,CDI,Bac +5,Services aux Entreprises,True,,45000.0,"['git', 'linux', 'jenkins']",Lyon 1er,69
Ingénieur Consultant Développement Logiciel - Systèmes Embarqués H/F,Go Concept,CDI,Bac +5,Secteur informatique • ESN,True,1.0,43653.0,['python'],Mulhouse,68
Ingénieur Développement Logiciel Bas Niveau Linux - Secteur Télécom H/F,ALTEN,CDI,Bac +5,Secteur informatique • ESN,True,,43653.0,['linux'],Boulogne-Billancourt,92
Generali Saint-Denis CDI - Expert Applicatif Généraliste - Java Framework H/F,Talentpeople,CDI,"Bac +3, Bac +4",Services aux Entreprises,False,1.0,43653.0,"['java', 'python', 'flask', 'sql', 'ruby', 'php', 'angular', 'python', 'kotlin', 'c#', 'kotlin', 'django']",Saint-Denis,93
Ingénieur Développement Logiciel C++ Protocoles Réseaux - Secteur Défense - Paris France H/F,Astek,CDI,Bac +5,,True,,43653.0,"['git', 'windows', 'java']",Paris,75
CDD Ingénieur Génie Logiciel H/F,CEA,CDD,,,False,,43653.0,"['react', 'java']",Lille,59
Architecte Applicatif Digital Factory H/F,Safran,CDI,Bac +5,,False,7.0,43653.0,"['devops', 'aws']",Gonfreville-l'Orcher,76
Expert Applicatif Si SAP S - 4 Maintenance - Production - Paris Tricastin ou la Hague H/F,Orano,CDI,Bac +5,Secteur Energie • Environnement,True,7.0,43653.0,"['machine learning', 'oracle', 'ibm cloud', 'nginx', 'php', 'cassandra', 'kotlin']",Châtillon,92
Ingénieur Logiciel C - C++ Qt - Dispositif Connecté Automobile H/F,Viveris.,CDI,Bac +5,Secteur informatique • ESN,True,1.0,42500.0,python,Lyon 6e,69
Ingénieur Expert Logiciel Industriel - Ile-De-France H/F,Approach People Recruitment,CDI,Bac +5,Services aux Entreprises,False,7.0,51500.0,"['spring', 'php']",Massy,91
Ingénieur Logiciel Secteur Défense H/F,SII Ile de France,Stage,Bac +5,Secteur informatique • ESN,True,7.0,43653.0,['linux'],Vélizy-Villacoublay,78
Ingénieur Développement Logiciel C++ - Qt H/F,LR Technologies Sud Ouest,CDI,Bac +5,Secteur informatique • ESN,True,7.0,47500.0,['linux'],Toulouse,31
Expert - Experte Logiciels et Outils Fme - Arcgis H/F,Enedis,CDI,Bac +5,Secteur Energie • Environnement,True,,43653.0,"['python', 'java', 'prometheus', 'node.js', 'python', 'python', 'rest', 'java', 'python', 'kotlin', 'c/c++']",Hauts-de-Seine,92
Stage Ingenieur Logiciel - Developpement d'Un Simulateur 3D H/F,Safran,Stage,Bac +5,,False,7.0,43653.0,"['laravel', 'java', 'python', 'python', 'artificial intelligence']",Massy,91
Expert Applicatif Si SAP S - 4 Achats et Chaine Logistique - Paris Tricastin ou la Haguef - H H/F,Orano,CDI,Bac +5,Secteur Energie • Environnement,True,7.0,43653.0,"['dart', 'java', 'ssh', 'cassandra', 'rails', 'php', 'ruby', 'sql', 'ssh', 'mongodb', 'prometheus', 'computer vision']",Châtillon,92
Ingénieur Logiciel c Embarqué H/F,Ametra,CDI,Bac +5,Secteur informatique • ESN,True,1.0,43653.0,"['answers', 'python', 'java', 'spring', 'analytics', 'node.js', 'answers', 'css']",Clamart,92
Stage Ingenieur Logiciel - Etude d'Outils IA d'Assistance au Developpement Logiciel H/F,Safran,Stage,Bac +5,,False,7.0,43653.0,['php'],Massy,91
Ingénieur Logiciel Junior- Editeur de Logiciels International - Paris 45 - 48K€ H/F,L2C Recrutement,CDI,Bac +5,Secteur informatique • ESN,True,1.0,46500.0,"['docker', 'ruby on rails', 'github', 'git', 'postgresql', 'rails', 'ruby']",Paris,75
Ingénieur Développement Logiciels Télécom C - C++ H/F,Eviden,CDI,,,False,,43653.0,"['php', 'big data', 'linux', 'windows', 'python', 'shell']",Aix-en-Provence,13
Ingénieur Développement Logiciel C++ pour l'Intelligence Artificielle IA Frugale H/F,CEA,CDD,Bac +5,,True,,43653.0,"['java', 'python']",Palaiseau,91
Ingénieur Logiciel Vol Embarqué Temps Réel H/F,Segula Technologies,CDI,Bac +5,,False,,43653.0,"['flutter', 'c#', 'ruby on rails', 'selenium', 'deep vision', 'kotlin', 'php', 'perl', 'kotlin', 'c/c++', 'java']",Limeil-Brévannes,94
CDI - Ingénieur Logiciel Intégration et Performances H/F,Naval Group,CDI,,,False,,45000.0,"['python', 'mongodb']",Ollioules,83
Validation Engineer H/F,B-Hive,CDI,Bac +5,Secteur informatique • ESN,False,,59500.0,"['c/c++', 'c/c++', 'java', 'swift', 'javascript', 'c/c++', 'flutter', 'python', 'django', 'c/c++']",Molsheim,67
Ingénieur-e Développement Logiciel Telecom H/F,Safran,CDI,Bac +5,,False,,43653.0,"['python', 'node.js', 'java', 'circleci', 'sql', 'ssh', 'kubernetes']",Colombelles,14
R&D Software Team Leader - Optimization Team H/F,Exotec,CDI,,,False,,43653.0,"['swift', 'kotlin']",Lyon 1er,69
R&D Software Team Leader - Optimization Team H/F,Exotec,CDI,,,False,,40000.0,"['python', 'ibm cloud']",Lille,59
Ingénieur Technique Esign - Editique Locale H/F,AXA en France,CDI,Bac +5,,True,7.0,43653.0,"['java', 'mongodb', 'java', 'java', 'react native', 'graphql', 'python', 'c/c++', 'hibernate', 'oracle']",Nanterre,92
Quantum R&D Engineer M - F H/F,Eviden,CDI,Bac +5,Secteur informatique • ESN,True,,43653.0,['python'],Les Clayes-sous-Bois,78
Coordinateur-rice Conception Design Lead H/F,Safran,CDI,Bac +5,,False,7.0,43653.0,python,Issoudun,36
Offshore Project Method Lead Engineer H/F,Fimatec Ingénierie,CDI,Bac +5,Secteur informatique • ESN,True,7.0,45000.0,"['kotlin', 'python', 'swift', 'python', 'java', 'c/c++', 'java', 'node.js', 'git']",Guyancourt,78
Phd Position In Ai-Assisted Generation Of High-Level Models And Simulators For Hardware Design H/F,CEA,CDD,Bac +5,,True,,43653.0,['machine learning'],Palaiseau,91
Ingenieur Logiciel Embarque H/F,AquisIT,CDI,Bac +5,Secteur informatique • ESN,True,7.0,40000.0,['linux'],Vénissieux,69
Chargé du Développement d'Un Jumeau Numérique de Procédés Complexes H/F,CEA,CDD,Bac +5,Services aux Entreprises,True,1.0,43653.0,['machine learning'],Bagnols-sur-Cèze,30
Ingenieur de Logiciel Embarque H/F,Ameg,CDI,Bac +5,Secteur informatique • ESN,False,,40000.0,"['cassandra', 'microservices', 'big data', 'circleci', 'apache']",Sablé-sur-Sarthe,72
Ingenieur Developpement Logiciel Embarque H/F,Ameg,CDI,Bac +5,Secteur informatique • ESN,False,,43653.0,['python'],Le Mans,72
Ingenieur Logiciel Embarque H/F,Ameg,CDI,,,False,,42500.0,"['ruby', 'c/c++', 'prometheus']",Strasbourg,67
Ingénieur Expérimenté Logiciel C++ H/F,CS Group,CDI,,,False,,43653.0,"['java', 'php', 'ruby', 'ruby', 'kotlin', 'jquery']",Aix-en-Provence,13
Junior - Machine Learning Engineer - Financial Services H/F,Deloitte,CDI,Bac +5,Services aux Entreprises,True,1.0,43653.0,"['machine learning', 'tensorflow', 'kubernetes', 'python', 'deep learning', 'git', 'data science', 'analytics']",La Défense,92
Ingénieur Référent Technique en Développement Logiciel C - C++ H/F,ALTEN,CDI,Bac +5,Secteur informatique • ESN,True,7.0,43653.0,"['jira', 'jenkins', 'python']",Cholet,49
Senior Solution Engineer F - M - D H/F,IDnow,CDI,,,False,,25850.0,"['python', 'css', 'swift']",Cesson-Sévigné,35
Stagiaire Développement de Modèles Prédictifs de Propriétés de Verres par Machine Learning H/F,CEA,Stage,Bac +5,Services aux Entreprises,True,7.0,43653.0,"['machine learning', 'tensorflow', 'pytorch', 'python', 'scikit-learn']",Bagnols-sur-Cèze,30
Apprenti-e Application Rag - Llm avec des Données Spécifiques H/F,Safran,Alternance,Bac +5,,False,7.0,13464.0,['python'],Versailles,78
Ingénieur Logiciel Embarque C - C++ H/F,Adentis,CDI,,,False,,43653.0,"['git', 'linux']",Toulouse,31
Software Analyst H/F,RH Partners,CDI,"Bac +3, Bac +4",Services aux Entreprises,False,7.0,43653.0,"['prometheus', 'python']",Riom,63
Ingénieur Pile Logicielle pour les Codes Hpc H/F,CEA,CDI,Bac +5,Secteur informatique • ESN,True,,43653.0,python,Bruyères-le-Châtel,91
Scrum Master - Ingénieur Logiciel - Service Public - Bordeaux H/F,Sopra Steria,CDI,Bac +5,Secteur informatique • ESN,True,,44000.0,"['python', 'ruby on rails', 'php', 'swift', 'swift']",Mérignac,33
Ingénieur Train Control - Sw Development Engineer Sde H/F,Segula Technologies,CDI,,,False,,40000.0,python,Valenciennes,59
Ingénieur de Développement Logiciel « Full Stack » H/F,Segula Technologies,CDI,Bac +5,,False,,43653.0,"['angular', 'data engineering', 'ruby', 'nginx']",Limeil-Brévannes,94
Ingénieur-e Développement Logiciel C++ Windows - Expérimenté-e H/F,Safran,CDI,Bac +5,,False,7.0,43653.0,"['windows', 'testing']",Les Ulis,91
Alternance - Charge Developpement IT H/F,Energies de Loire,Alternance,"Bac +3, Bac +4",Secteur Energie • Environnement,False,1.0,13464.0,"['aws', 'pytorch']",La Baule-Escoublac,44
Stagiaire - Machine Learning Engineer - Financial Services H/F,Deloitte,Stage,Bac +5,Services aux Entreprises,True,7.0,43653.0,"['machine learning', 'tensorflow', 'kubernetes', 'python', 'deep learning', 'git', 'data science', 'analytics']",La Défense,92
Simulations Hpc d'Écoulements Diphasiques par Lbm H/F,CEA,Stage,Bac +5,Secteur informatique • ESN,True,7.0,43653.0,['php'],Gif-sur-Yvette,91
Stage Ingénieur Logiciel Automotive Mobile App chez Valeo Cda Créteil H/F,Valeo,Stage,Bac +5,,True,7.0,43653.0,"['aws', 'javascript', 'react native', 'react', 'android', 'azure', 'python', 'swift', 'java', 'kotlin', 'css', 'ios']",Créteil,94
Ingenieur Developpement Logiciel Embarque Confirme H/F,Skayl Mulhouse,CDI,Bac +5,,False,,54000.0,"['perl', 'devops']",Colmar,68
Stage Ingénieur Software Ihm Tactile Display H/F,Rhéobie,Stage,Bac +5,Services aux Entreprises,False,1.0,43653.0,['linux'],Savigny,69
Stage Ingénieur Software Iot Cloud Supervision H/F,Rhéobie,Stage,Bac +5,Services aux Entreprises,False,1.0,43653.0,"['linux', 'javascript', 'python', 'java']",Savigny,69
Lead Machine Learning Engineer H/F,KESY PARTNERS,CDI,Bac +5,Services aux Entreprises,True,1.0,75000.0,['data science'],Aix-en-Provence,13
Software Specialist H/F,Computacenter,CDI,Bac +5,Secteur informatique • ESN,True,1.0,43653.0,"['spring', 'ruby', '.net', 'node.js', 'flask', 'computer vision']",Gonesse,95
Ingénieur.e Logiciel Gmao Confirmé.e - Lyon H/F,Capgemini,CDI,,,False,,61500.0,"['python', 'c/c++', 'redux']",Lyon,69
Machine Learning Engineer H/F,Lynx RH,CDI,Bac +5,Services aux Entreprises,False,,62500.0,"['machine learning', 'aws', 'hadoop', 'big data', 'tensorflow', 'pytorch', 'azure', 'c#', 'python', 'java', 'scikit-learn', 'google cloud']",Levallois-Perret,92
Machine Learning Engineer en Alternance H/F,Data ScienceTech Institute,Alternance,,,False,,13464.0,['big data'],Bordeaux,33
Ingénieur Vsi Pharmaceutique H/F,Altogen,CDI,Bac +5,,False,1.0,40500.0,"['c#', 'css', 'spring', 'windows']",Lyon,69
Ingénieur.e Logiciel Plm - Lyon H/F,Capgemini,CDI,,,False,,61500.0,"['python', 'java']",Lyon 7e,69
Ingenieur Developpement Logiciel Embarque H/F,Ameg,CDI,,,False,,54000.0,"['azure', 'git', 'devops']",Strasbourg,67
Stage Ingenieur Logiciel - Developpement et Automatisation de Validation d'Applications React Js H/F,Safran,Stage,Bac +5,,False,7.0,43653.0,"['android', 'redux', 'html5']",Massy,91
Ingénieur-e Software H/F,Safran,CDI,Bac +5,,False,7.0,43653.0,"['tensorflow', 'java', 'java', 'angular', 'devops', 'vuejs', 'windows', 'node.js', 'python', 'php', 'java']",Les Ulis,91
Ingénieur-e Software Senior H/F,Safran,CDI,Bac +5,,False,7.0,43653.0,"['deep learning', 'c/c++', 'python']",Les Ulis,91
Machine Learning Engineer H/F,ADHERENCE CONSULTING,CDI,Bac +5,Secteur informatique • ESN,False,7.0,55000.0,['data science'],Lille,59
Ingenieur de Developpement Logiciel Embarque Muaao1001 H/F,Studiel,CDI,Bac +5,,False,1.0,38500.0,"['pytorch', 'testing', 'slack', 'python', 'circleci']",Valbonne,06
Ingénieur.e Logiciel mes Confirmé.e - Paris H/F,Capgemini,CDI,"Bac +3, Bac +4",,False,1.0,43653.0,"['javascript', 'css', 'java']",Paris,75
Library For Designing Monitoring Architectures Dedicated To Distributed Systems H/F,CEA,CDD,Bac +5,,True,1.0,43653.0,"['flask', 'mysql', 'flutter', 'flutter', 'java', 'python', 'spring', 'php', 'swift', 'swift', 'graphql']",Saclay,91
Ingenieur Logiciel Embarque H/F,EMITECH GROUPE,CDI,Bac +5,,False,,43653.0,"['python', 'cassandra', 'java', 'flask', 'python', 'c/c++', 'ruby on rails', 'swift']",Plaisir,78
Ingénieur.e Logiciel Plm - Paris H/F,Capgemini,CDI,Bac +5,Secteur informatique • ESN,False,1.0,43653.0,"['junit', 'spring', 'java']",Paris,75
Ingénieur-e Développement Logiciel Objet C# - C++ H/F,Safran,CDI,Bac +5,,False,7.0,43653.0,['testing'],Les Ulis,91
Technical Lead H/F,Twenty One Talents,CDI,Bac +5,,True,7.0,61000.0,['php'],Paris,75
Alternance 2024 - Ingénieur.e Logiciel - Toulouse H/F,Capgemini,Alternance,"Bac +3, Bac +4",,True,1.0,13464.0,"['python', 'java']",Toulouse,31
Solutions Engineer H/F,HelloWork,CDI,Bac +5,,True,1.0,37500.0,['php'],Bordeaux,33
Stage Control Command chez Valeo Cda H/F,Valeo,Stage,Bac +5,,True,7.0,43653.0,['git'],Créteil,94
Ingénieur-e Logiciel Scientifique H/F,Safran,CDI,Bac +5,,False,7.0,43653.0,"['machine learning', 'devops']",Magny-les-Hameaux,78
Senior Machine Learning Engineer - Ops Aws H/F,Innova Solutions,CDI,Bac +5,Secteur informatique • ESN,True,7.0,67500.0,"['machine learning', 'aws', 'analytics']",Issy-les-Moulineaux,92
Lead Machine Learning Engineer Datascientist d'Exp Mini H/F,Twenty One Talents,CDI,Bac +5,,True,7.0,75000.0,['data science'],Aix-en-Provence,13
Expert Nutanix H/F,MALLYANCE GROUPE,CDI,Bac +5,Secteur informatique • ESN,False,7.0,57500.0,"['aws', 'flutter', 'perl']",Bagnolet,93
Référent Test Cybersécurité Iot H/F,Hager Group,CDI,Bac +5,,True,1.0,42500.0,"['python', 'java']",Obernai,67
Maître de Conférences en Informatique Théorique Intelligence des Données et Connaissance - CDD - H/F,Télécom SudParis,CDD,Bac +5,,False,1.0,43653.0,"['python', 'python', 'angular', 'php']",Palaiseau,91
Technical Lead H/F,Twenty One Talents,CDI,Bac +5,,True,7.0,61000.0,['php'],Nantes,44
Ingenieur Software Embarque H/F,Exens Ingénierie,CDI,Bac +5,Secteur informatique • ESN,True,7.0,50000.0,['git'],Lyon,69
Technical Lead H/F,Twenty One Talents,CDI,Bac +5,,True,7.0,61000.0,['php'],Paris,75
Ingénieur Expérimenté Logiciel Critique H/F,Randstad Digital,CDI,,,False,,43653.0,"['java', 'dart', 'python', 'swift', 'splunk', 'opencv', 'nginx', 'laravel', 'php', 'ibm cloud', 'python', 'java', 'redux']",Toulouse,31
Ingénieur.e Logiciel DevOps Confirmé.e - Paris H/F,Capgemini,CDI,"Bac +3, Bac +4",Secteur informatique • ESN,False,7.0,43653.0,"['ibm cloud', 'php', 'c/c++', 'python', 'python', 'artificial intelligence', 'microservices']",Paris,75
Ingénieur.e Développement Logiciels Confirmé.e d'Exp Mini H/F,Twenty One Talents,CDI,Bac +5,Secteur informatique • ESN,True,7.0,39000.0,"['ruby', 'react native', 'scala', 'redux']",Nantes,44
Ingénieur.e Développement Logiciels Confirmé.e 5 à Exp H/F,Twenty One Talents,CDI,Bac +5,Secteur informatique • ESN,True,7.0,39000.0,"['java', 'python', 'ruby', 'python', 'opencv', 'data engineering']",Saint-Herblain,44
Stagiaire Ingénierie Logicielle Interface Scpi H/F,Hensoldt Nexeya France,Stage,"Bac +3, Bac +4",,True,1.0,43653.0,"['perl', 'flutter', 'testing', 'python', 'express.js', 'ssh', 'java', 'java', 'java']",Montescot,66
Ingénieur Computer Vision H/F,LR Technologies Groupe,CDI,Bac +5,Secteur informatique • ESN,True,1.0,35000.0,"['data science', 'flutter', 'cassandra', 'python', 'linux', 'python', 'circleci']",Toulouse,31
Accompagnement du Déploiement Plm 3Dexperience H/F,Safran,Stage,Bac +5,,False,7.0,43653.0,"['c/c++', 'python', 'kotlin']",Colombes,92
Risk Safety & Reliability Engineer - Marine & Offshore - Nantes F - M H/F,Bureau Veritas,CDI,,,False,,43653.0,python,Saint-Herblain,44
Développement Os - Kernel - Low Level H/F,Innova Solutions,CDI,Bac +5,Secteur informatique • ESN,False,7.0,43653.0,"['java', 'swift', 'css']",Paris,75
Expert Mulesoft H/F,Reactis Services,CDI,,,False,,54000.0,"['c/c++', 'perl', 'java', '.net', 'php', 'php']",Marseille,13
Ingénieur-e Développement Logiciel H/F,Safran,CDI,Bac +5,,False,7.0,43653.0,"['analytics', 'c/c++', 'ruby']",Magny-les-Hameaux,78
Expert Ticbo Ebx H/F,HR Team,CDI,Bac +5,Secteur informatique • ESN,True,7.0,57500.0,"['java', 'kotlin']",Paris,75
Ingénieur Logiciel Embarque Hydrogene H/F,NGEN,CDI,Bac +5,,False,1.0,43653.0,['git'],Lyon 7e,69
Expert VBA H/F,Groupagora,CDI,Bac +5,Secteur informatique • ESN,False,7.0,50000.0,"['mongodb', 'aws', 'java', 'perl', 'mongodb', 'oracle']",Bordeaux,33
Senior Network Engineer H/F,OVHCloud,CDI,Bac +5,Secteur informatique • ESN,False,,37500.0,"['git', 'linux', 'python']",Paris,75
Ingénieur de Développement Software H/F,Anderson RH,CDI,,,False,,61500.0,"['python', 'laravel', 'flutter', '.net', 'java', 'php', 'node.js', 'php']",Lyon,69
Architecte Applicatif H/F,Michael Page,CDI,Bac +5,Services aux Entreprises,False,1.0,70500.0,['kubernetes'],Mérignac,33
Ingénieur Logiciel - Chef de Projet H/F,Chauvin Arnoux,CDI,Bac +5,Secteur informatique • ESN,True,7.0,43653.0,['linux'],Asnières-sur-Seine,92
Ingenieur Developpement Logiciel Cfd H/F,Off Nat Etudes Recherches Aerospatiale,CDI,Bac +5,Secteur informatique • ESN,False,,43653.0,"['git', 'python']",Châtillon,92
Architecte Applicatif - Leader du Transport et Logistique H/F,Michael Page,CDI,Bac +5,Services aux Entreprises,False,1.0,72500.0,"['flask', 'ruby', 'prometheus', 'windows']",Puteaux,92
Expert Applicatif Si SAP S - 4 Maintenance - Production H/F,Michael Page,CDI,Bac +5,Services aux Entreprises,False,1.0,82500.0,"['ruby', 'c#', 'java']",Châtillon,92
Expert Applicatif Si SAP S - 4 Achats et Chaine Logistique H/F,Michael Page,CDI,Bac +5,Services aux Entreprises,False,1.0,75000.0,['mysql'],Châtillon,92
Ingénieur Développement Logiciel Appliqué aux Démonstrateurs Radars H/F,Off Nat Etudes Recherches Aerospatiale,CDI,Bac +5,Secteur informatique • ESN,False,,43653.0,['python'],Palaiseau,91
Profil Aerospace Engineer - Avion du Futur H/F,Talents Occitanie,CDI,Bac +5,Services aux Entreprises,False,,43653.0,['testing'],Haute-Garonne,31
